,Rk,Player,Nation,Main_Pos,Sec_Pos,Squad,Age,Born,Total Tackels,TklW,Def 3rd,Mid 3rd,Att 3rd,Dribblers_Tackeld,Dribblers_Tackel_Att,Dribblers_Tackel%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Passes_in_Gameflow,Passes_Out_of_Gameflow,Freekick,Throughball,40_yds_pass,Crosses,Corner_Kicks,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Straight,Passes_Offside,Passes_Blocked,Touches,Touches_Def_Pen_Area,Touches_Def_3rd_Area,Touches_Mid_3rd_Area,Touches_Att_3rd_Area,Touches_Att_Pen_Area,Live_Touches_in_Game,Dribbling_Att,Dribbling_Succ,Dribbling_Succ%,Tackeld_Dribbling,Tackeld_Dribbling%,Total_Carry_Distance,Total_Progressive_Carry_Distance,Total_Carries_in_1/3,Total_Carries_in_Penalty_Area,Miscontrols_Carries,Dispossed_Carries,Passes_Received,Progressive_Passes_Received,Shot_Creating_Action,Shot_Creating_Action_90,Live_Passes_lead_Shot_Att,Dead_Passes_lead_Shot_Att,Shot_Att_after_Dribbling,Shot_lead_to_Shot_Att,Foul_drawn_lead_Shot_Att,Def_Action_lead_Shot_Att,GCA,GCA90,Live_Pass_lead_Goal,Dead_Pass_lead_Goal,Goal_after_Dribbling,Shot_lead_Goal,Foul_drawn_lead_Goal,Def_Action_lead_Goal,League,cluster_tackel,cluster_anticipation,cluster_pass,cluster_possesion
3648,234,Raphael Guzzo,PT,MF,MF,Vizela,27,1995,63.0,32.0,22.0,34.0,7.0,32.0,59.0,54.2,27.0,33.0,10.0,23.0,34.0,97.0,26.0,0.0,1347.0,1654.0,81.4,21494.0,7899.0,706.0,773.0,91.3,479.0,573.0,83.6,114.0,191.0,59.7,3.0,2.5,1.7,0.5,23.0,120.0,20.0,2.0,148.0,1512.0,138.0,74.0,5.0,10.0,64.0,36.0,23.0,9.0,0.0,4.0,38.0,1900.0,83.0,461.0,1075.0,379.0,30.0,1900.0,26.0,11.0,42.3,11.0,42.3,4318.0,2120.0,15.0,5.0,31.0,21.0,1292.0,67.0,46.0,1.76,32.0,9.0,0.0,2.0,2.0,1.0,4.0,0.15,2.0,1.0,0.0,0.0,0.0,1.0,Portuguese_League,1,2,1,2
3650,236,Yanis Hamache,DZ,MF,MF,Boavista,23,1999,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,3.0,8.0,0.0,80.0,121.0,66.1,1293.0,432.0,39.0,48.0,81.3,35.0,47.0,74.5,5.0,21.0,23.8,1.0,0.6,0.3,0.4,5.0,6.0,5.0,5.0,10.0,94.0,26.0,4.0,0.0,0.0,24.0,3.0,1.0,1.0,0.0,1.0,1.0,137.0,5.0,24.0,65.0,49.0,3.0,137.0,2.0,1.0,50.0,0.0,0.0,641.0,308.0,3.0,1.0,0.0,3.0,84.0,12.0,9.0,4.5,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3651,237,Tomás Händel,PT,MF,MF,Vitória,21,2000,12.0,9.0,9.0,3.0,0.0,7.0,15.0,46.7,8.0,3.0,0.0,3.0,6.0,18.0,3.0,0.0,227.0,248.0,91.5,3524.0,928.0,114.0,119.0,95.8,86.0,96.0,89.6,16.0,18.0,88.9,1.0,0.1,0.1,0.9,3.0,21.0,0.0,0.0,20.0,245.0,3.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,285.0,4.0,60.0,201.0,27.0,4.0,285.0,6.0,3.0,50.0,1.0,16.7,915.0,471.0,1.0,1.0,1.0,5.0,196.0,3.0,13.0,2.7,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3654,240,Jordan Holsgrove,SCT,MF,MF,Paços,22,1999,37.0,20.0,14.0,20.0,3.0,19.0,51.0,37.3,32.0,24.0,3.0,21.0,25.0,62.0,13.0,0.0,809.0,988.0,81.9,13488.0,3347.0,411.0,455.0,90.3,292.0,335.0,87.2,79.0,124.0,63.7,2.0,0.7,1.0,1.3,14.0,87.0,17.0,3.0,104.0,935.0,46.0,30.0,6.0,8.0,33.0,8.0,4.0,1.0,0.0,7.0,29.0,1221.0,36.0,288.0,674.0,278.0,35.0,1221.0,46.0,27.0,58.7,15.0,32.6,3597.0,1619.0,27.0,8.0,43.0,11.0,875.0,72.0,62.0,3.12,46.0,1.0,3.0,5.0,4.0,3.0,6.0,0.3,4.0,0.0,1.0,0.0,1.0,0.0,Portuguese_League,1,1,1,2
3656,242,André Horta,PT,MF,MF,Braga,25,1996,37.0,23.0,14.0,17.0,6.0,22.0,54.0,40.7,32.0,24.0,7.0,17.0,13.0,50.0,12.0,1.0,1447.0,1701.0,85.1,26928.0,7354.0,606.0,648.0,93.5,630.0,700.0,90.0,179.0,295.0,60.7,4.0,2.9,3.9,1.1,37.0,178.0,33.0,9.0,196.0,1513.0,181.0,68.0,4.0,37.0,109.0,84.0,42.0,8.0,1.0,7.0,8.0,1882.0,31.0,271.0,1081.0,546.0,29.0,1882.0,37.0,19.0,51.4,13.0,35.1,6406.0,3406.0,59.0,8.0,17.0,18.0,1376.0,73.0,109.0,4.72,76.0,28.0,1.0,4.0,0.0,0.0,12.0,0.52,9.0,3.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,1,2
3658,244,Abbas Ibrahim,NG,MF,DF,Paços,24,1998,6.0,4.0,3.0,3.0,0.0,4.0,7.0,57.1,3.0,7.0,2.0,5.0,4.0,10.0,3.0,2.0,162.0,181.0,89.5,2681.0,638.0,82.0,84.0,97.6,65.0,74.0,87.8,11.0,16.0,68.8,0.0,0.1,0.1,-0.1,1.0,19.0,0.0,0.0,20.0,175.0,6.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,5.0,47.0,149.0,29.0,0.0,220.0,4.0,4.0,100.0,0.0,0.0,661.0,288.0,4.0,0.0,6.0,2.0,148.0,6.0,8.0,2.19,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3661,247,Índio,BR,MF,MF,Vitória,22,1999,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,25.0,29.0,86.2,501.0,191.0,9.0,9.0,100.0,9.0,11.0,81.8,6.0,8.0,75.0,0.0,0.1,0.0,-0.1,1.0,5.0,0.0,0.0,3.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6.0,17.0,21.0,2.0,0.0,40.0,2.0,0.0,0.0,1.0,50.0,69.0,31.0,1.0,0.0,0.0,0.0,19.0,0.0,2.0,2.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3669,255,Nicolas Janvier,FR,MF,MF,Vitória,23,1998,16.0,11.0,8.0,8.0,0.0,6.0,13.0,46.2,7.0,9.0,1.0,8.0,6.0,22.0,2.0,0.0,320.0,411.0,77.9,6418.0,1940.0,133.0,150.0,88.7,118.0,142.0,83.1,61.0,98.0,62.2,0.0,0.8,1.3,-0.8,10.0,50.0,10.0,6.0,60.0,367.0,42.0,12.0,5.0,13.0,45.0,20.0,8.0,9.0,0.0,2.0,8.0,481.0,3.0,58.0,289.0,138.0,5.0,481.0,10.0,4.0,40.0,6.0,60.0,1057.0,560.0,13.0,0.0,5.0,3.0,319.0,21.0,19.0,2.71,13.0,6.0,0.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3680,266,Bruno Jordão,PT,MF,MF,Santa Clara,23,1998,13.0,11.0,6.0,6.0,1.0,6.0,22.0,27.3,16.0,10.0,1.0,9.0,12.0,25.0,7.0,0.0,222.0,287.0,77.4,4115.0,994.0,87.0,109.0,79.8,93.0,110.0,84.5,33.0,40.0,82.5,0.0,0.3,0.3,-0.3,7.0,25.0,5.0,1.0,34.0,270.0,10.0,4.0,0.0,6.0,9.0,1.0,1.0,0.0,0.0,7.0,10.0,395.0,10.0,93.0,231.0,79.0,11.0,395.0,35.0,20.0,57.1,12.0,34.3,1255.0,555.0,10.0,2.0,21.0,7.0,226.0,16.0,21.0,2.24,16.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3688,274,Jorge Karse,PT,MF,DF,Rio Ave,17,2005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23.0,73.9,275.0,62.0,8.0,9.0,88.9,9.0,10.0,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,1.0,5.0,8.0,14.0,0.0,27.0,4.0,2.0,50.0,2.0,50.0,59.0,44.0,0.0,0.0,0.0,0.0,14.0,8.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3689,275,Francisco Kiki,PT,MF,MF,Casa Pia,24,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,40.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,41.0,31.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3690,276,Gustavo Klismahn,BR,MF,MF,Portimonense,22,1999,15.0,8.0,3.0,9.0,3.0,2.0,8.0,25.0,6.0,11.0,1.0,10.0,3.0,18.0,8.0,1.0,172.0,236.0,72.9,2514.0,832.0,93.0,112.0,83.0,60.0,77.0,77.9,10.0,28.0,35.7,1.0,0.5,0.4,0.5,3.0,17.0,4.0,3.0,17.0,219.0,15.0,2.0,0.0,0.0,23.0,12.0,11.0,0.0,0.0,2.0,6.0,319.0,12.0,62.0,149.0,114.0,8.0,319.0,11.0,3.0,27.3,7.0,63.6,837.0,370.0,7.0,1.0,18.0,2.0,178.0,26.0,8.0,1.03,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3695,281,Diego Lainez,MX,MF,MF,Braga,22,2000,3.0,2.0,0.0,3.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,78.0,91.0,85.7,1264.0,254.0,41.0,45.0,91.1,17.0,22.0,77.3,13.0,16.0,81.3,2.0,0.4,0.2,1.6,4.0,2.0,5.0,0.0,11.0,86.0,5.0,2.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,116.0,0.0,5.0,42.0,70.0,10.0,116.0,10.0,3.0,30.0,5.0,50.0,472.0,264.0,8.0,3.0,6.0,3.0,89.0,20.0,11.0,6.31,9.0,0.0,0.0,1.0,1.0,0.0,4.0,2.29,3.0,0.0,0.0,1.0,0.0,0.0,Portuguese_League,1,1,2,1
3702,288,Leonardo Lelo,PT,MF,DF,Casa Pia,22,2000,40.0,17.0,23.0,16.0,1.0,24.0,53.0,45.3,29.0,29.0,3.0,26.0,37.0,77.0,46.0,0.0,922.0,1247.0,73.9,14620.0,5562.0,510.0,567.0,89.9,328.0,442.0,74.2,63.0,160.0,39.4,6.0,2.9,2.9,3.1,22.0,56.0,29.0,16.0,83.0,966.0,273.0,26.0,2.0,4.0,83.0,5.0,3.0,2.0,0.0,8.0,36.0,1528.0,55.0,432.0,719.0,392.0,25.0,1526.0,52.0,18.0,34.6,28.0,53.8,3905.0,2140.0,43.0,6.0,36.0,15.0,830.0,135.0,50.0,1.97,38.0,5.0,3.0,1.0,1.0,2.0,7.0,0.28,5.0,0.0,0.0,1.0,0.0,1.0,Portuguese_League,1,2,1,2
3707,293,Julien Lomboto,CD,MF,MF,Rio Ave,20,2002,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,7.0,85.7,60.0,13.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,5.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3711,297,Florentino Luís,PT,MF,MF,Benfica,22,1999,82.0,45.0,29.0,37.0,16.0,46.0,66.0,69.7,20.0,26.0,1.0,25.0,63.0,145.0,27.0,0.0,1665.0,1856.0,89.7,26510.0,7780.0,856.0,909.0,94.2,613.0,659.0,93.0,129.0,178.0,72.5,3.0,1.7,1.5,1.3,17.0,228.0,16.0,1.0,165.0,1816.0,34.0,30.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,6.0,20.0,2130.0,52.0,346.0,1418.0,382.0,19.0,2130.0,22.0,13.0,59.1,5.0,22.7,4284.0,1763.0,22.0,0.0,23.0,13.0,1558.0,30.0,37.0,1.57,29.0,1.0,1.0,3.0,1.0,2.0,5.0,0.21,5.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,2,2,1,2
3716,302,Miguel Magalhães,PT,DF,MF,Vitória,19,2002,65.0,31.0,45.0,11.0,9.0,45.0,72.0,62.5,27.0,36.0,8.0,28.0,35.0,100.0,52.0,0.0,801.0,1069.0,74.9,12565.0,5900.0,440.0,501.0,87.8,294.0,410.0,71.7,50.0,98.0,51.0,2.0,1.6,2.1,0.3999999999999999,21.0,52.0,37.0,19.0,74.0,827.0,237.0,13.0,2.0,1.0,72.0,1.0,0.0,1.0,0.0,5.0,30.0,1317.0,62.0,393.0,538.0,393.0,26.0,1317.0,12.0,2.0,16.7,9.0,75.0,2535.0,1211.0,16.0,4.0,18.0,11.0,655.0,142.0,47.0,2.16,37.0,6.0,0.0,1.0,1.0,2.0,5.0,0.23,3.0,0.0,0.0,0.0,1.0,1.0,Portuguese_League,2,2,1,2
3719,305,Gaius Makouta,CG,MF,MF,Boavista,25,1997,37.0,19.0,13.0,22.0,2.0,15.0,36.0,41.7,21.0,19.0,5.0,14.0,40.0,77.0,45.0,0.0,1058.0,1319.0,80.2,17616.0,4734.0,518.0,607.0,85.3,413.0,491.0,84.1,95.0,136.0,69.9,6.0,1.5,1.8,4.5,16.0,93.0,11.0,4.0,115.0,1265.0,52.0,28.0,3.0,9.0,26.0,0.0,0.0,0.0,0.0,2.0,29.0,1644.0,63.0,332.0,997.0,334.0,35.0,1644.0,64.0,31.0,48.4,27.0,42.2,5222.0,2056.0,43.0,5.0,50.0,38.0,1116.0,86.0,48.0,1.58,36.0,2.0,3.0,4.0,2.0,1.0,12.0,0.39,10.0,0.0,1.0,1.0,0.0,0.0,Portuguese_League,1,2,1,2
3720,306,Pedro Malheiro,PT,DF,MF,Boavista,21,2001,94.0,55.0,60.0,30.0,4.0,47.0,78.0,60.3,31.0,42.0,4.0,38.0,37.0,131.0,66.0,0.0,1403.0,1811.0,77.5,23496.0,8168.0,700.0,787.0,88.9,552.0,670.0,82.4,112.0,239.0,46.9,6.0,3.0,2.7,3.0,20.0,100.0,18.0,15.0,108.0,1470.0,336.0,46.0,0.0,20.0,98.0,4.0,4.0,0.0,0.0,5.0,51.0,2147.0,88.0,707.0,1072.0,404.0,21.0,2147.0,70.0,38.0,54.3,28.0,40.0,5287.0,2641.0,33.0,5.0,34.0,15.0,1206.0,79.0,46.0,1.48,35.0,6.0,0.0,3.0,0.0,2.0,6.0,0.19,4.0,2.0,0.0,0.0,0.0,0.0,Portuguese_League,2,2,1,2
3725,311,José Manuel Velázquez,VE,DF,MF,Arouca,31,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3736,322,João Marques,PT,MF,MF,Estoril,20,2002,7.0,2.0,5.0,2.0,0.0,2.0,6.0,33.3,4.0,6.0,0.0,6.0,0.0,7.0,2.0,0.0,78.0,107.0,72.9,1247.0,297.0,37.0,41.0,90.2,30.0,40.0,75.0,5.0,12.0,41.7,0.0,0.3,0.1,-0.3,3.0,10.0,2.0,0.0,8.0,101.0,6.0,2.0,2.0,1.0,8.0,3.0,1.0,1.0,0.0,0.0,4.0,160.0,4.0,25.0,84.0,53.0,9.0,160.0,20.0,9.0,45.0,9.0,45.0,753.0,356.0,2.0,3.0,7.0,7.0,106.0,20.0,8.0,1.84,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3744,330,Maurício,BR,MF,MF,Portimonense,33,1988,22.0,16.0,6.0,14.0,2.0,10.0,27.0,37.0,17.0,16.0,4.0,12.0,15.0,37.0,11.0,0.0,444.0,502.0,88.4,7455.0,1822.0,207.0,228.0,90.8,181.0,195.0,92.8,38.0,50.0,76.0,0.0,0.2,0.2,-0.2,6.0,41.0,4.0,2.0,51.0,472.0,27.0,19.0,1.0,3.0,5.0,1.0,0.0,1.0,0.0,3.0,5.0,614.0,19.0,138.0,394.0,89.0,5.0,614.0,12.0,3.0,25.0,4.0,33.3,1393.0,551.0,6.0,0.0,12.0,11.0,407.0,15.0,21.0,1.9,16.0,0.0,0.0,1.0,3.0,1.0,1.0,0.09,0.0,0.0,0.0,0.0,1.0,0.0,Portuguese_League,1,1,2,1
3747,333,Diogo Mendes,PT,MF,MF,Marítimo,24,1998,33.0,16.0,12.0,19.0,2.0,20.0,32.0,62.5,12.0,19.0,1.0,18.0,8.0,41.0,14.0,0.0,408.0,483.0,84.5,7397.0,2046.0,175.0,198.0,88.4,182.0,205.0,88.8,40.0,51.0,78.4,0.0,0.6,0.5,-0.6,8.0,50.0,7.0,2.0,54.0,459.0,22.0,20.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,597.0,21.0,125.0,400.0,78.0,15.0,597.0,14.0,3.0,21.4,7.0,50.0,1342.0,604.0,8.0,3.0,10.0,8.0,383.0,23.0,20.0,1.46,14.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3748,334,João Mendes,PT,MF,MF,Chaves,27,1994,34.0,18.0,10.0,16.0,8.0,18.0,47.0,38.3,29.0,24.0,0.0,24.0,17.0,51.0,6.0,0.0,816.0,1033.0,79.0,14677.0,4708.0,382.0,439.0,87.0,303.0,378.0,80.2,106.0,148.0,71.6,1.0,2.8,4.1,-1.7999999999999998,41.0,104.0,25.0,2.0,165.0,1002.0,26.0,14.0,13.0,21.0,39.0,5.0,1.0,0.0,0.0,5.0,24.0,1334.0,9.0,150.0,734.0,472.0,59.0,1334.0,72.0,29.0,40.3,33.0,45.8,4450.0,1955.0,36.0,6.0,73.0,54.0,1022.0,168.0,103.0,3.97,79.0,4.0,5.0,4.0,10.0,1.0,6.0,0.23,5.0,0.0,0.0,0.0,1.0,0.0,Portuguese_League,1,1,1,3
3749,335,Joe Mendes,SE,DF,MF,Braga,19,2002,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,6.0,7.0,4.0,0.0,103.0,113.0,91.2,1395.0,293.0,67.0,71.0,94.4,31.0,33.0,93.9,2.0,6.0,33.3,0.0,0.1,0.1,-0.1,1.0,4.0,1.0,0.0,7.0,103.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,6.0,35.0,46.0,54.0,4.0,135.0,4.0,2.0,50.0,1.0,25.0,502.0,257.0,6.0,2.0,2.0,1.0,88.0,15.0,2.0,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3757,343,Kento Misao,JP,MF,MF,Santa Clara,26,1996,30.0,17.0,12.0,16.0,2.0,12.0,27.0,44.4,15.0,19.0,9.0,10.0,16.0,46.0,13.0,0.0,316.0,411.0,76.9,5731.0,1931.0,144.0,181.0,79.6,126.0,148.0,85.1,40.0,60.0,66.7,0.0,0.3,0.4,-0.3,5.0,35.0,5.0,0.0,50.0,391.0,15.0,14.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,6.0,522.0,23.0,134.0,324.0,66.0,2.0,522.0,13.0,5.0,38.5,6.0,46.2,979.0,340.0,7.0,0.0,9.0,9.0,273.0,14.0,18.0,1.54,15.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3765,351,Hidemasa Morita,JP,MF,MF,Sporting CP,27,1995,50.0,33.0,13.0,29.0,8.0,21.0,32.0,65.6,11.0,27.0,5.0,22.0,26.0,76.0,18.0,0.0,889.0,1033.0,86.1,14953.0,3955.0,433.0,480.0,90.2,365.0,399.0,91.5,73.0,96.0,76.0,3.0,1.4,1.6,1.6,17.0,104.0,19.0,1.0,126.0,1016.0,14.0,13.0,7.0,9.0,7.0,0.0,0.0,0.0,0.0,3.0,18.0,1280.0,26.0,221.0,788.0,291.0,48.0,1280.0,32.0,14.0,43.8,17.0,53.1,3608.0,1612.0,28.0,7.0,35.0,24.0,887.0,56.0,50.0,2.3,45.0,1.0,2.0,1.0,0.0,1.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,1,2
3769,355,MT,BR,DF,MF,Santa Clara,21,2001,29.0,15.0,15.0,10.0,4.0,21.0,37.0,56.8,16.0,13.0,3.0,10.0,13.0,42.0,37.0,1.0,360.0,524.0,68.7,6540.0,2785.0,159.0,195.0,81.5,154.0,214.0,72.0,41.0,82.0,50.0,0.0,0.4,0.7,-0.4,4.0,37.0,6.0,3.0,49.0,417.0,101.0,14.0,1.0,3.0,26.0,1.0,0.0,1.0,0.0,6.0,18.0,696.0,38.0,256.0,321.0,126.0,11.0,696.0,26.0,8.0,30.8,15.0,57.7,1675.0,820.0,13.0,4.0,15.0,11.0,347.0,35.0,13.0,1.03,9.0,2.0,0.0,1.0,1.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0,Portuguese_League,1,1,2,1
3772,358,Almoatasem Al Musrati,LY,MF,MF,Braga,26,1996,66.0,34.0,23.0,35.0,8.0,29.0,63.0,46.0,34.0,44.0,13.0,31.0,57.0,123.0,26.0,0.0,1342.0,1606.0,83.6,28708.0,8956.0,433.0,499.0,86.8,612.0,684.0,89.5,273.0,351.0,77.8,2.0,2.9,2.5,-0.8999999999999999,22.0,174.0,12.0,0.0,193.0,1563.0,37.0,32.0,12.0,38.0,7.0,0.0,0.0,0.0,0.0,6.0,19.0,1863.0,54.0,397.0,1262.0,219.0,26.0,1863.0,16.0,10.0,62.5,5.0,31.3,4320.0,1716.0,21.0,0.0,23.0,18.0,1286.0,12.0,51.0,1.99,42.0,2.0,0.0,3.0,1.0,3.0,5.0,0.19,4.0,0.0,0.0,1.0,0.0,0.0,Portuguese_League,1,2,1,2
3778,364,Mor Ndiaye,SN,MF,MF,Estoril,21,2000,32.0,21.0,14.0,16.0,2.0,21.0,29.0,72.4,8.0,19.0,10.0,9.0,13.0,45.0,63.0,2.0,500.0,606.0,82.5,9456.0,2477.0,168.0,200.0,84.0,277.0,313.0,88.5,48.0,70.0,68.6,0.0,0.4,0.2,-0.4,8.0,32.0,1.0,0.0,43.0,582.0,23.0,22.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,787.0,78.0,288.0,445.0,61.0,19.0,787.0,6.0,2.0,33.3,2.0,33.3,1617.0,672.0,3.0,1.0,17.0,10.0,426.0,5.0,15.0,0.96,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,2,2,1
3779,365,Cher Ndour,IT,MF,MF,Benfica,18,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,60.0,8.0,3.0,3.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,1
3783,369,Neto,BR,MF,MF,Casa Pia,30,1991,33.0,18.0,17.0,14.0,2.0,15.0,52.0,28.8,37.0,20.0,4.0,16.0,28.0,61.0,20.0,1.0,562.0,717.0,78.4,9705.0,3351.0,265.0,307.0,86.3,210.0,249.0,84.3,67.0,111.0,60.4,2.0,1.9,1.3,0.1,24.0,65.0,11.0,2.0,89.0,652.0,61.0,26.0,2.0,3.0,51.0,31.0,15.0,11.0,1.0,4.0,21.0,919.0,46.0,197.0,526.0,208.0,6.0,919.0,21.0,15.0,71.4,4.0,19.0,2261.0,893.0,18.0,2.0,38.0,20.0,509.0,15.0,48.0,2.82,32.0,11.0,0.0,1.0,3.0,1.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0,Portuguese_League,1,1,2,2
